epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1883.29,0.58512,0.44634,0.81716,0.99691,0.5,0.5877,0.55261,0.40908,1.48511,0.84252,0.00163766,0.00163766,0.00163766
185,1893.34,0.6137,0.50859,0.84001,0.99667,0.5,0.54553,0.52598,0.38932,1.49753,0.84171,0.00163568,0.00163568,0.00163568
186,1903.17,0.49663,0.44579,0.82668,0.99667,0.5,0.54553,0.52598,0.38932,1.49753,0.84171,0.0016337,0.0016337,0.0016337
187,1914.76,0.5288,0.5188,0.82417,0.99667,0.5,0.54553,0.52598,0.38932,1.49753,0.84171,0.00163172,0.00163172,0.00163172
188,1925.26,0.53049,0.40958,0.81933,0.9973,0.5,0.73193,0.69296,0.39267,1.35787,0.82864,0.00162974,0.00162974,0.00162974
189,1935.43,0.53686,0.44929,0.82072,0.9973,0.5,0.73193,0.69296,0.39267,1.35787,0.82864,0.00162776,0.00162776,0.00162776
190,1945.58,0.51808,0.39831,0.8358,0.9973,0.5,0.73193,0.69296,0.39267,1.35787,0.82864,0.00162578,0.00162578,0.00162578
191,1956.54,0.49197,0.40868,0.81985,0.91122,0.64159,0.92925,0.87477,0.39586,1.06326,0.8153,0.0016238,0.0016238,0.0016238
192,1967.49,0.49589,0.4358,0.81886,0.91122,0.64159,0.92925,0.87477,0.39586,1.06326,0.8153,0.00162182,0.00162182,0.00162182
193,1977.51,0.5041,0.40853,0.83793,0.89847,0.5625,0.79013,0.73135,0.44128,1.18193,0.82225,0.00161984,0.00161984,0.00161984
194,1987.2,0.55585,0.47051,0.84908,0.89847,0.5625,0.79013,0.73135,0.44128,1.18193,0.82225,0.00161786,0.00161786,0.00161786
195,1996.84,0.5792,0.45664,0.85017,0.89847,0.5625,0.79013,0.73135,0.44128,1.18193,0.82225,0.00161588,0.00161588,0.00161588
196,2007.14,0.52241,0.39475,0.81915,0.90014,0.56342,0.651,0.59478,0.45325,1.38013,0.85609,0.0016139,0.0016139,0.0016139
197,2017.71,0.5494,0.42076,0.82368,0.90014,0.56342,0.651,0.59478,0.45325,1.38013,0.85609,0.00161192,0.00161192,0.00161192
198,2027.71,0.54912,0.43101,0.83444,0.90014,0.56342,0.651,0.59478,0.45325,1.38013,0.85609,0.00160994,0.00160994,0.00160994
199,2038.37,0.53626,0.43145,0.83531,0.9972,0.5,0.62275,0.57888,0.50671,1.37638,0.90691,0.00160796,0.00160796,0.00160796
200,2048.5,0.57221,0.46749,0.8148,0.9972,0.5,0.62275,0.57888,0.50671,1.37638,0.90691,0.00160598,0.00160598,0.00160598
201,2058.57,0.59372,0.43428,0.8403,0.99719,0.5,0.558,0.51158,0.55349,1.46185,0.94187,0.001604,0.001604,0.001604
202,2068.81,0.5241,0.39303,0.84172,0.99719,0.5,0.558,0.51158,0.55349,1.46185,0.94187,0.00160202,0.00160202,0.00160202
